missing_type	missing_rows_proportion	model	evaluation_metric	drop	drop_lower	drop_upper	mean	mean_lower	mean_upper	median	median_lower	median_upper	random	random_lower	random_upper	regression	regression_lower	regression_upper	stochastic	stochastic_lower	stochastic_upper	missing_cells_proportion
MAR	0.05	lin	ev	0.9999999999984179	0.9999999999983684	0.9999999999984852	0.9819818796866275	0.9784877977942958	0.9860736656489361	0.9820939780416932	0.9785494211668424	0.9862244939726444	0.9813526893219955	0.9767355668318615	0.9853397308772192	0.9819023053543967	0.9791819255289584	0.9850712439601959	0.9819023053189117	0.9791819255629918	0.9850712439316647	0.024399999999999998
MAR	0.05	lin	mse	1.5846209589219724e-12	1.5481401482177921e-12	1.620358871545565e-12	0.018021601525068525	0.01414761182304334	0.021239450984815243	0.017909045807512184	0.01398315305187433	0.021177573413627478	0.01865198383698808	0.014869393221576599	0.022968332446655196	0.018111402458012384	0.015196576378578028	0.02084364044453206	0.018111402493528043	0.015196576407716374	0.020843640409873597	0.024399999999999998
MAR	0.15	lin	ev	0.9999999999984084	0.9999999999983449	0.9999999999984786	0.9551847372069974	0.9490631800293265	0.9607039365966796	0.9554477215133375	0.9493646406728942	0.9610717220245715	0.9511526135430891	0.9466001677031002	0.9555617606317739	0.9625992001871545	0.9571953412571568	0.9670744435849691	0.962599200203637	0.9571953413451915	0.9670744435843199	0.07369999999999999
MAR	0.15	lin	mse	1.5951845461911563e-12	1.5534599955752168e-12	1.6261557035412308e-12	0.04489552694998516	0.03948903645448744	0.051041599614563546	0.04463146621317456	0.039119229513776346	0.05074510023692062	0.04893248187478124	0.04426822435207305	0.05352533049465409	0.03745175877005048	0.032820267580392894	0.04261877514672642	0.03745175875366805	0.03282026758121259	0.04261877505321287	0.07369999999999999
MAR	0.25	lin	ev	0.9999999999984113	0.9999999999983529	0.9999999999984748	0.928948713541365	0.9245761017812493	0.9320061781186288	0.9293169360071711	0.9248842447819235	0.9321681970372995	0.9225225961928792	0.9176362183078473	0.9282928756605573	0.9454908375750852	0.937300417796679	0.9507402543591288	0.9454908375655195	0.9373004177802026	0.9507402543573598	0.1224
MAR	0.25	lin	mse	1.594219097721299e-12	1.5577384553735722e-12	1.6359172176605458e-12	0.07119345737165413	0.06676784289365584	0.07615466124128359	0.07082456628770857	0.06650895954810424	0.07584410908984653	0.07761339823697692	0.0729335458716841	0.08353512365378413	0.054630966553930606	0.049097924558903286	0.06323503328918081	0.05463096656343995	0.04909792455987881	0.06323503330598021	0.1224
MAR	0.35	lin	ev	0.9999999999984027	0.9999999999983515	0.9999999999984455	0.9041923013120641	0.8985572455681199	0.9085334417582589	0.9047967933956482	0.8996488512124721	0.9088304328850885	0.8923121358962325	0.8857336307537577	0.8964472062258713	0.9254427827995876	0.9215940376643653	0.9310392337419895	0.925442782793566	0.9215940376438927	0.9310392337412242	0.1708
MAR	0.35	lin	mse	1.5973190188408305e-12	1.5638856246714453e-12	1.633653209349117e-12	0.09598509339557806	0.09072424771813717	0.10246302592054254	0.09538059399066287	0.09038004612868683	0.10183643253721579	0.10784017811130453	0.10496231366761327	0.11402030144813899	0.07468177010368987	0.06955289019190283	0.07825647466626301	0.0746817701097098	0.06955289019269392	0.07825647467057673	0.1708
MAR	0.44999999999999996	lin	ev	0.9999999999984063	0.999999999998378	0.9999999999984497	0.8844833487310944	0.8785252810401402	0.8934688147832722	0.8852144579618478	0.8794303328128095	0.8937458616818998	0.8703527178859923	0.8636866102682668	0.8768888641890684	0.9119879488979665	0.907815703332402	0.9170554511939704	0.9119879488951643	0.9078157033648677	0.9170554511857613	0.22020000000000003
MAR	0.44999999999999996	lin	mse	1.6068440043562737e-12	1.5777556950166147e-12	1.6469922858773648e-12	0.11569429134753946	0.10709667976025433	0.12259026961603126	0.11496184186061562	0.10681317106943682	0.12167829270252321	0.12985656125177067	0.12374632230381484	0.13757560691170861	0.0881498533749963	0.08357291266156594	0.09194454636739566	0.08814985337742609	0.08357291269993741	0.09194454632541604	0.22020000000000003
MAR	0.5499999999999999	lin	ev	0.999999999998398	0.9999999999983215	0.9999999999984781	0.8674556114554349	0.8636728654214654	0.8709063022444348	0.8683062299053809	0.864684194199343	0.8717747847846223	0.8491702372285108	0.8456937654546892	0.8540870227861591	0.8935570895227942	0.8872333380445812	0.8975531228851796	0.8935570895170855	0.8872333380472608	0.897553122865042	0.269
MAR	0.5499999999999999	lin	mse	1.6171431579829692e-12	1.5755519245237887e-12	1.6816252085730716e-12	0.13275088763961737	0.12924648407771727	0.13822943138999302	0.13189840137250122	0.12814943560836728	0.13704433561510493	0.15108803274234014	0.14714259905275806	0.1572168313953322	0.1066161162702735	0.10178880320710045	0.11336004051263493	0.106616116275901	0.10178880324362405	0.11336004049833237	0.269
MAR	0.65	lin	ev	0.9999999999983894	0.9999999999982732	0.9999999999985089	0.8502110388728752	0.8407434758208022	0.8572006728270075	0.8512003929589635	0.8420415084381291	0.8582787535348433	0.8262361374223712	0.8164732193622426	0.8358952223310842	0.8742508024730388	0.8665630454432285	0.8788906961296616	0.8742508024669983	0.8665630454568063	0.878890696111748	0.3186
MAR	0.65	lin	mse	1.5996031750883692e-12	1.4913010134572906e-12	1.6733638371074784e-12	0.15000804488299052	0.14344886635718523	0.15995807191679534	0.1490168684336671	0.14237865517455656	0.158264311058964	0.17399614009927075	0.1666179626797366	0.18305629675252527	0.12595145991199563	0.12074644245729867	0.13324244908690663	0.1259514599182444	0.12074644247508798	0.1332424490684616	0.3186
