missing_type	missing_rows_percentage	model	evaluation_metric	drop	drop_lower	drop_upper	mean	mean_lower	mean_upper	median	median_lower	median_upper	random	random_lower	random_upper	regression	regression_lower	regression_upper	stochastic	stochastic_lower	stochastic_upper	missing_cells_percentage
MAR	0.75	lin	mse	1.4417289070019057e-30	3.3212499293260415e-31	3.4581112313065875e-30	0.15301703210251244	0.14595051906261983	0.15973129964542992	0.15203141728644368	0.14501323888408532	0.1591157167755396	0.17576553001417983	0.16891144519477028	0.18079650849354398	0.1551810547813952	0.14364200894878348	0.16271317451838635	0.15518105478002536	0.14364200894346546	0.16271317451650463	0.36669999999999997
MAR	0.85	lin	ev	1.0	1.0	1.0	0.8516352059555817	0.8462725403240828	0.8576299968249941	0.8527270753369738	0.8472078600768737	0.8587708397350267	0.8234150913153293	0.814500578922431	0.8297732784101415	0.8163205944868265	0.8077627564939575	0.8297697233660776	0.8163205944852079	0.807762756490271	0.8297697233669705	0.4164
MAR	0.85	lin	mse	8.77233458531258e-31	3.6944687108688373e-31	1.6727400497350334e-30	0.14904193395981113	0.14306357625453653	0.15439760281927098	0.1479412342238438	0.14220744651935543	0.15333440345861907	0.17734800196216138	0.17084317657680878	0.18405497252695405	0.18440275868987027	0.17458667118646087	0.192343730056799	0.18440275869145964	0.17458667118550292	0.19234373005855687	0.4164
MAR	0.95	lin	ev	1.0	1.0	1.0	0.8749189587800122	0.8695140783457047	0.8786857407795281	0.8755638040689405	0.8698636440886491	0.8794092860535946	0.8346551776000588	0.8282658350246606	0.8390492795540446	0.796663145355226	0.7856033086171149	0.809356097027619	0.7966631453552534	0.7856033086138541	0.809356097031226	0.46410000000000007
MAR	0.95	lin	mse	2.5409534455794936e-30	2.1197534438376756e-31	1.0405739701903115e-29	0.1256793940534758	0.1202346549813813	0.1320699335948572	0.12503131163894	0.11951753615606543	0.13171620389119268	0.1660786366822904	0.15974219309875984	0.17244348296836046	0.2042865814904487	0.19095098194530385	0.21370531396978204	0.204286581490403	0.19095098194174914	0.21370531397118658	0.46410000000000007
MCAR	0.05	lin	ev	1.0	1.0	1.0	0.9821226529442437	0.9799654638251964	0.9833300911272547	0.9821234107420542	0.979940769893771	0.9833298111215365	0.9831752137734175	0.9809072089259965	0.9852351650827609	0.984508951163545	0.9806468097984952	0.9878628223979165	0.9845089511518317	0.9806468096973762	0.9878628224096996	0.024499999999999997
MCAR	0.05	lin	mse	9.856810003082937e-31	2.5442597799408893e-31	2.0660980274030155e-30	0.017960310873557133	0.016739746837451518	0.020323717979436537	0.017959661180271796	0.016740035742493293	0.020349529353651565	0.016908145274232903	0.01463865917453126	0.019190422924474183	0.015567346306975016	0.012137924707451156	0.019424286686936097	0.015567346318571026	0.012137924695619116	0.019424286787195426	0.024499999999999997
MCAR	0.15	lin	ev	1.0	1.0	1.0	0.9571407322314676	0.9505398711782809	0.9642959940726616	0.9571302546471367	0.9504745305562572	0.9643105586449772	0.9559878495557073	0.9512359581764078	0.9621323301786409	0.9664429689833242	0.9575897419989368	0.973995859481905	0.9664429689967516	0.9575897419869677	0.9739958595299991	0.07319999999999999
MCAR	0.15	lin	mse	1.3555512061940192e-30	1.7937885568643284e-31	3.844734258030704e-30	0.04308667817682158	0.03544231590575235	0.050051613292450566	0.04309764070959741	0.03542797918141183	0.05011879012447314	0.04424188275624181	0.03756941520231952	0.049425470211928724	0.033741132533084736	0.025806212671828175	0.0427902077018708	0.033741132519732354	0.025806212624202622	0.04279020771393105	0.07319999999999999
MCAR	0.25	lin	ev	1.0	1.0	1.0	0.9348073139464621	0.9315725815872464	0.9387835451444992	0.9348107661474974	0.9315816850878261	0.9387997381617603	0.9308262608322867	0.9266896667850514	0.9356951835665288	0.9445451903187857	0.936154372431279	0.9519021326108622	0.9445451903210399	0.936154372432433	0.9519021326161651	0.1223
MCAR	0.25	lin	mse	1.2009841532314437e-30	4.48276762910033e-31	2.4410337674235143e-30	0.06549068215555659	0.06159055641626901	0.06885512285574721	0.06548702366344986	0.06157438418447923	0.06884587562555101	0.06949014985342819	0.06513969617287617	0.07436285084353031	0.05567862483623761	0.04873554885573632	0.0635679309925004	0.055678624833957156	0.04873554885045807	0.06356793098846462	0.1223
MCAR	0.35	lin	ev	1.0	1.0	1.0	0.9142707082180912	0.9092205986361008	0.9179522595309828	0.9142797006025152	0.9092368878846395	0.9179907305948196	0.9076941438332728	0.904033782690385	0.9107262218853325	0.9279783813688995	0.922647608651175	0.9346115036361653	0.92797838136673	0.9226476086495149	0.9346115036108573	0.1719
MCAR	0.35	lin	mse	9.108913425806099e-31	3.3050677192091746e-31	2.124818589882918e-30	0.08610859985763948	0.08210975143598395	0.0913717839652757	0.08609955927324342	0.08207145354339364	0.09135465891696876	0.09273137371326681	0.08948189015725384	0.09575998435970942	0.07235056483940269	0.06484799104529997	0.07729876968241137	0.07235056484151747	0.06484799107059883	0.07729876967741686	0.1719
MCAR	0.44999999999999996	lin	ev	1.0	1.0	1.0	0.8967629733603948	0.8926478712515598	0.9000536608517213	0.8967491006478816	0.8926482112753069	0.9000348991532021	0.8887355861326925	0.8845890094072643	0.892724470820339	0.9071264866292104	0.9006107527756622	0.9137244459929877	0.9071264866117875	0.9006107527389491	0.9137244459882466	0.22050000000000006
MCAR	0.44999999999999996	lin	mse	9.226791037160494e-31	3.3871319868122246e-31	1.9907024195020923e-30	0.10370058573185022	0.09915055239668807	0.10827588269079529	0.10371444788786013	0.0991697187893607	0.10831090180867295	0.11176919309570085	0.10658774792784936	0.116695293126032	0.09330802954584018	0.08537847981613399	0.09996102489393358	0.09330802956355494	0.08537847982094482	0.09996102492935732	0.22050000000000006
MCAR	0.5499999999999999	lin	ev	1.0	1.0	1.0	0.884771123426578	0.8820829707830258	0.8869674007921587	0.8847748217651205	0.8820729109340093	0.8869490892570968	0.8720480392544794	0.8680074429353705	0.8766014323087603	0.8906512127293075	0.8835183405617426	0.8958043127046729	0.8906512127242585	0.8835183405467062	0.8958043127073172	0.2697
MCAR	0.5499999999999999	lin	mse	8.232721176475733e-31	2.9165187297338863e-31	1.3676050396742946e-30	0.11574467225779053	0.11259431032478481	0.11967097977876684	0.11574122451414555	0.11261567461827061	0.11969825193044113	0.12852199353063767	0.12222029985156752	0.1327078893101877	0.10983981082187255	0.1032240805780312	0.11672706301054861	0.10983981082732888	0.10322408057544669	0.11672706302732479	0.2697
MCAR	0.65	lin	ev	1.0	1.0	1.0	0.8755577418897925	0.8744687708763358	0.8775007032844753	0.8755728450155281	0.8745413649479543	0.8774982412063456	0.8587462692556805	0.8563072492277158	0.8605893332888073	0.8715531237629977	0.8632775916771389	0.8819391213311134	0.8715531237608131	0.8632775916658286	0.8819391213296126	0.3184
MCAR	0.65	lin	mse	1.1600658571058783e-30	2.851604657614896e-31	2.8600598376881236e-30	0.1250155367216007	0.12274976191073672	0.12829444041298346	0.12499993699569785	0.1227611721638038	0.12825373014504363	0.14189352398802235	0.1388252165749865	0.14587974312850052	0.1290193207279228	0.11877296993338231	0.13778137851120928	0.12901932073014752	0.1187729699348346	0.13778137851971262	0.3184
MCAR	0.75	lin	ev	1.0	1.0	1.0	0.8771780051486827	0.8755084816527141	0.8793375236574772	0.877169338003506	0.8754900526535798	0.8793298339773896	0.8529135038547457	0.846740486182993	0.8564134942169628	0.850618951083175	0.8420208818004047	0.8612180793517924	0.8506189510835606	0.8420208818049741	0.8612180793542943	0.3675
MCAR	0.75	lin	mse	1.918255217108551e-30	2.549502181491459e-31	4.039079268432147e-30	0.12339065395170323	0.12055430792339941	0.12580939467183377	0.12339911552535601	0.12056269042854809	0.12583277590976005	0.14779187555120177	0.1424831732398569	0.15323467763196041	0.15008072874417025	0.13929824449078482	0.1608795143946224	0.15008072874385242	0.1392982444883029	0.16087951439536938	0.3675
MCAR	0.85	lin	ev	1.0	1.0	1.0	0.8917796843450226	0.8887813936439355	0.894593614579416	0.8917799009401268	0.8887680324079164	0.8945788347818127	0.8592371026737398	0.8565438756516615	0.8637363014554118	0.8316327814965622	0.8222969243502388	0.842622359349263	0.8316327814948157	0.8222969243452145	0.8426223593486659	0.4157
MCAR	0.85	lin	mse	1.2626076612769941e-30	4.928693946607916e-31	2.7315161113098953e-30	0.108713631705975	0.10594303927174517	0.11097148894623113	0.10871325466780934	0.10594599751111919	0.11096086621678683	0.14141578552574968	0.13799738150611313	0.14407796628145145	0.1690923490331989	0.15878508623233495	0.17896403835279034	0.16909234903494377	0.15878508623295295	0.17896403835636004	0.4157
MCAR	0.95	lin	ev	1.0	1.0	1.0	0.9312605812217909	0.9263076220550932	0.9358888405621186	0.9312694616913868	0.9263449627692002	0.9359204196808436	0.8855157908454849	0.8798570093026048	0.8891223514393878	0.8142930657177286	0.8042476699363057	0.8227238667355804	0.8142930657167909	0.804247669934574	0.8227238667365644	0.46440000000000003
MCAR	0.95	lin	mse	2.0420061423585105e-30	1.8906360822718267e-31	7.844168740760529e-30	0.06904794236685105	0.06402932333281183	0.07440569972890775	0.06903881857206705	0.06399138121239042	0.07441655837913355	0.11497756918002353	0.11134476877636809	0.120284750495559	0.1865828120146526	0.17645844162346058	0.19670024399936897	0.18658281201560073	0.17645844162119179	0.1967002439987204	0.46440000000000003
MNAR	0.05	lin	ev	1.0	1.0	1.0	0.9831402353464165	0.9801843672725474	0.9860316991030575	0.9831498219274281	0.9802180267820197	0.9860509568911641	0.983767770176829	0.9814517289590023	0.9862859999975049	0.9856842904262461	0.9834225062765822	0.9884585919652815	0.9856842904246814	0.9834225062754751	0.9884585919650205	0.024299999999999995
MNAR	0.05	lin	mse	1.0525436270893013e-30	2.6330564742273964e-31	2.4960025423783963e-30	0.016924302915764137	0.014231205644091877	0.01984373350165048	0.016914188953556786	0.014211626448569355	0.019808746468086343	0.016309771127609996	0.013769692682753625	0.01874307480117469	0.014360013872410538	0.01179573266164802	0.0165824930451932	0.01436001387412344	0.011795732662325144	0.016582493046220295	0.024299999999999995
MNAR	0.15	lin	ev	1.0	1.0	1.0	0.9622955831530673	0.9602942104758765	0.9641488904536756	0.9623178189344612	0.9602984908917191	0.964238159362447	0.95963425230993	0.9575871077801063	0.962272504400439	0.967621751373336	0.9642301674206777	0.9732265453660587	0.9676217513720115	0.9642301674254232	0.9732265453815007	0.07369999999999999
MNAR	0.15	lin	mse	9.489881747972341e-31	3.1049497841282093e-31	2.2126230024365525e-30	0.0378711150387952	0.03616303853905005	0.03942377002503869	0.03784875871226434	0.03610237653922358	0.039415660789575355	0.040553759822230875	0.037988014139041466	0.04239385307090773	0.0325122108941453	0.026917372461054394	0.03627537248044292	0.03251221089542451	0.026917372445751063	0.03627537247613494	0.07369999999999999
MNAR	0.25	lin	ev	1.0	1.0	1.0	0.9384984207196988	0.9358993734420991	0.9408167174106599	0.9385029991305588	0.9359511340906597	0.940765674457221	0.9341189320760586	0.929557245701947	0.9377736415671587	0.9435130552409549	0.9323567506799552	0.9509725753103953	0.9435130552393908	0.9323567506840584	0.9509725753140488	0.12129999999999999
MNAR	0.25	lin	mse	8.300923682752276e-31	2.1960139253893323e-31	2.0812693651723595e-30	0.06178490147079434	0.059559261278085196	0.06502134277859442	0.061779664819815616	0.059621819585797965	0.06497884846970108	0.06617894550186042	0.06331806915548804	0.07108149680312814	0.05673578498826548	0.04963356264161074	0.06826667935236005	0.0567357849897856	0.049633562637999576	0.06826667934822325	0.12129999999999999
MNAR	0.35	lin	ev	1.0	1.0	1.0	0.9196964748106176	0.914051486008251	0.9249353663260371	0.9198182363949352	0.9142652371515995	0.9250127262479682	0.9124295052165362	0.9064609929341622	0.9194417111853102	0.9260543132810906	0.9140882003318599	0.9351733514770165	0.9260543132771215	0.9140882003348116	0.9351733514802668	0.17049999999999998
MNAR	0.35	lin	mse	7.880354087134514e-31	2.46151898682204e-31	1.919325828029086e-30	0.08066422280139313	0.07523318525659631	0.08617592995497805	0.08054206128079473	0.0751734880541732	0.08595001150305193	0.08797598016674212	0.081100502295778	0.0936569489653068	0.07422308265298785	0.06575349363945272	0.08517072042615291	0.07422308265694201	0.06575349363616817	0.08517072042322799	0.17049999999999998
MNAR	0.44999999999999996	lin	ev	1.0	1.0	1.0	0.9025337366255355	0.8996589209464894	0.908092899723548	0.9026688576505206	0.899727630691583	0.9082815888757525	0.8924055020119657	0.8888625109009878	0.8993594034244512	0.9059490319479402	0.8997082630419104	0.9139021846731482	0.9059490319391716	0.8997082630118857	0.9139021846627385	0.21960000000000002
MNAR	0.44999999999999996	lin	mse	1.4286245230313365e-30	4.007275495160692e-31	3.418367627116329e-30	0.0978605568764479	0.09307702416970347	0.10090031736227799	0.09772483688995764	0.09288594907420972	0.10081833762159424	0.10804428205972334	0.10196595857645475	0.11244851782014065	0.09443570727038988	0.08800368392853812	0.10089073010161229	0.09443570727936205	0.08800368393903354	0.10089073013282862	0.21960000000000002
MNAR	0.5499999999999999	lin	ev	1.0	1.0	1.0	0.8910545730703399	0.8884665668168332	0.8945900624684776	0.8911588363802585	0.8885017255403691	0.8946527530681532	0.8766190480383367	0.875111273960274	0.8791259930958288	0.8837609229964286	0.8758338521384781	0.8905614750968123	0.8837609230029493	0.875833852130971	0.8905614751123038	0.2697
MNAR	0.5499999999999999	lin	mse	1.1063349704909582e-30	3.5718650386290437e-31	2.3927779821538904e-30	0.10942792936939935	0.10628000418446164	0.11201213318808835	0.10932351679413688	0.10616644059858885	0.11203123118093343	0.12395388868265808	0.12026900686994424	0.1268334328207189	0.11677352882491518	0.10930358720820194	0.12468207307144122	0.11677352881828688	0.10930358719228539	0.12468207307388471	0.2697
MNAR	0.65	lin	ev	1.0	1.0	1.0	0.882484286535709	0.8805998827507447	0.8858264819763677	0.8826429846993273	0.8807842937766954	0.8861282946483244	0.863747327986637	0.8595486949767076	0.8674117947030734	0.8683932419418706	0.8588687854276469	0.8777370858362333	0.8683932419431581	0.8588687854372428	0.8777370858323899	0.3188
MNAR	0.65	lin	mse	1.1572784408775377e-30	2.7659763334705303e-31	2.5652774281378835e-30	0.11804382657681352	0.11528866240695629	0.12098383280049078	0.11788484774149903	0.11501553592654469	0.12084248457552876	0.1368532439193631	0.13306474723621162	0.1411328289058177	0.1321655026796354	0.12548520329725735	0.14050361126880548	0.13216550267850374	0.12548520330052138	0.14050361126042066	0.3188
MNAR	0.75	lin	ev	1.0	1.0	1.0	0.8814799798780127	0.8784590003094683	0.8841696197166353	0.8816791592270189	0.8786472855256486	0.8844942204526469	0.857190678704874	0.8538926846327887	0.8604455556060355	0.842286445478536	0.8289871286428863	0.8549528789584129	0.8422864454802946	0.8289871286391315	0.8549528789627827	0.36719999999999997
MNAR	0.75	lin	mse	1.2904025088932937e-30	2.9181235556058553e-31	2.715278638912283e-30	0.11906630262512427	0.1159083482726544	0.12180806479920622	0.11886580510758031	0.11557738589933386	0.1215744281494869	0.14345127119570172	0.13871080427390922	0.14660632910958346	0.1583746968617335	0.14794116204572968	0.17024318004208105	0.1583746968598558	0.14794116204113567	0.17024318004363476	0.36719999999999997
MNAR	0.85	lin	ev	1.0	1.0	1.0	0.8946238160458082	0.8910277010006795	0.8982657414118771	0.8947478523456667	0.8911328373800798	0.8983861891592486	0.8607393231720822	0.8571014870706393	0.8646742118076767	0.8177621563746793	0.8034773810723477	0.8272862504507078	0.8177621563750492	0.8034773810691042	0.8272862504508964	0.4159
MNAR	0.85	lin	mse	1.1683103114489214e-30	2.40846035314004e-31	3.233471823263734e-30	0.10587572150134542	0.10148052954770725	0.11042040426809538	0.10574940947086556	0.10139367076279326	0.11021657382924288	0.13989684057313467	0.13609937425976282	0.14349790648783106	0.183105637062968	0.17185101292892752	0.1984393371511615	0.18310563706260713	0.1718510129303098	0.1984393371495965	0.4159
MNAR	0.95	lin	ev	1.0	1.0	1.0	0.9303865037559056	0.9280382627943957	0.9330343899795843	0.9305038081764192	0.9282546312200963	0.9330991194458644	0.884581838187953	0.8794273235036904	0.8880081929523069	0.7949684638839849	0.7850602583378735	0.8033015605281314	0.7949684638852924	0.7850602583370723	0.803301560526807	0.46499999999999997
MNAR	0.95	lin	mse	8.196333759155243e-31	3.477202686155304e-31	1.7698267304085207e-30	0.0699069994921343	0.06776175785730959	0.07197502194287664	0.06979029735598387	0.06767168237147558	0.07175982545915581	0.11593638233840346	0.1130701750157605	0.11953223321372258	0.20590366563397974	0.19762677158839592	0.21541514723559188	0.20590366563268678	0.19762677158840336	0.21541514723691252	0.46499999999999997
