missing_type	missing_rows_percentage	model	evaluation_metric	drop	drop_lower	drop_upper	mean	mean_lower	mean_upper	median	median_lower	median_upper	random	random_lower	random_upper	regression	regression_lower	regression_upper	stochastic	stochastic_lower	stochastic_upper	missing_cells_percentage
MAR	0.5499999999999999	lin	ev	0.9990104589834481	0.9989623232658369	0.9990720743234138	0.8163580619164483	0.8046588968933335	0.8303489394388557	0.8169648412262787	0.8055688436328852	0.8310981244124178	0.725831643553492	0.7151051884536465	0.7423818445452528	0.7957150572350213	0.7814681307019195	0.8104931347806822	0.7951367642117443	0.7809831435352026	0.8097309066793565	0.2675
MAR	0.5499999999999999	lin	mse	0.0009984422523951792	0.0009563260516728708	0.001046658586228609	0.1843994714264851	0.1705731578130197	0.19738270930960267	0.18378702314425144	0.16951806955918045	0.19616954021602134	0.2752283591351615	0.2581055587588329	0.28702887583105763	0.20508819872203668	0.19333298919274577	0.21769262733031158	0.20567697639359772	0.19410817189411322	0.21836815985016889	0.2675
MAR	0.65	lin	ev	0.9990122270804388	0.9989418821010169	0.9990744671838473	0.7840393252857734	0.7720765934727394	0.7895923782453624	0.784882054379179	0.7731099013100697	0.7903359477805076	0.6754971225124714	0.6645829344112237	0.6865369794123386	0.756779470843776	0.7434044715535448	0.7690479282891163	0.7563964523650263	0.7435987111211907	0.7690456377082989	0.3174
MAR	0.65	lin	mse	0.0009874215753915053	0.0009417381546127733	0.001027691951257239	0.21688637379199233	0.21071095934838677	0.23140146062255273	0.21604125754036194	0.20992191764763932	0.23035339380267006	0.32585076759980003	0.31563414519197075	0.3402569952940547	0.2441703481527883	0.23431576184452832	0.2577465148170129	0.24455464350845163	0.23468866539348154	0.2575097521785632	0.3174
MAR	0.75	lin	ev	0.9990121434554563	0.9989243095246892	0.9990991277036863	0.7660934747072589	0.755928684819549	0.7751003274159141	0.7671660422955895	0.7567125414878875	0.7764972560863108	0.6417711550204667	0.6281992243441201	0.6558406071062828	0.7374398636903369	0.7270603092261669	0.7447118668331436	0.736800162765352	0.7268938322972107	0.7435116615099346	0.36750000000000005
MAR	0.75	lin	mse	0.0010081884343987675	0.0009422834659626152	0.001091773005499529	0.23494090479313706	0.22764346490290122	0.24272185127386114	0.23385827134275772	0.22720349466315698	0.24194557012911017	0.35983190226367917	0.35079505633684693	0.3695469486223115	0.2637105005988618	0.25381837239273164	0.27405320078716	0.264356802727527	0.2550359812747558	0.2744209341794205	0.36750000000000005
MAR	0.85	lin	ev	0.9990170773097523	0.9988848722086741	0.9991045978267776	0.7458468196684611	0.7348844200550531	0.7531002551621906	0.746725948315908	0.7364515509536788	0.7539645672679389	0.5980903093905606	0.576391008069542	0.6156326166473558	0.687990401007475	0.6744477159905942	0.7100224750389648	0.6878081590888516	0.6744441710473416	0.7095710546353531	0.41600000000000004
MAR	0.85	lin	mse	0.0009957276019260527	0.0009221540000771073	0.0010625075793055058	0.2551774110373974	0.25009889521260276	0.2635116631042051	0.25429612356668374	0.2493552569754216	0.2619537258693937	0.40352615575206335	0.39480650632273995	0.41981157448554607	0.3133867196196679	0.2920109669513957	0.326106534799808	0.3135709933647064	0.2925172628344467	0.3262671142281791	0.41600000000000004
MAR	0.95	lin	ev	0.9988512595920502	0.9985632414307953	0.9991226094986216	0.7327239870737511	0.7157725661470276	0.746514853444875	0.7334530556830722	0.7164634512686705	0.7470431738674005	0.5563609603425473	0.5371033301724788	0.5738953608931492	0.637121041488416	0.6180309573050841	0.6502226070249436	0.636983930824597	0.6176363205058435	0.6501753989675918	0.465
MAR	0.95	lin	mse	0.0011816315897435067	0.0009817921178510846	0.001364119093588878	0.2684638416926959	0.2531168851631988	0.2853690395431621	0.2677326048547667	0.2526712010286143	0.28472037382201065	0.4455048089285677	0.4268121480314091	0.46548447359013934	0.364438040557853	0.3496895471286936	0.3799864848051687	0.36457479001414894	0.3496554501442447	0.3803074028563097	0.465
MCAR	0.05	lin	ev	0.9990217689075443	0.9989747624353769	0.999053813805878	0.9796151873313992	0.9769621541185551	0.9828734237992967	0.9796159648320237	0.9769544755020017	0.9828523761848824	0.9686690895519385	0.9646277723583812	0.9714327555738653	0.9529153985359265	0.9478569480475241	0.9617802478421984	0.9527199153555586	0.9476380969124123	0.9617239060848344	0.024699999999999996
MCAR	0.05	lin	mse	0.0009815013066342964	0.0009481601817468023	0.0010250333700818769	0.020464572727358635	0.017063350220832184	0.023133526825800235	0.02046368450781354	0.017084348104367732	0.02314113737085988	0.03144323854700012	0.028901180651132972	0.035047247264835296	0.047310027567953127	0.0380730984506873	0.05288530953443363	0.0475053976002894	0.03813000147813589	0.05308635712303496	0.024699999999999996
MCAR	0.15	lin	ev	0.9990225309385657	0.9989799278441829	0.9990621721181892	0.9457453075909381	0.9403492477380263	0.9510143744917294	0.9457387125717828	0.9403361296301951	0.9509855439139301	0.9188467461779475	0.9095613838417651	0.9254016680326878	0.9199871457869641	0.9143643706777653	0.9251510049502736	0.919679260211368	0.9141358964577866	0.9249075483396879	0.07339999999999999
MCAR	0.15	lin	mse	0.000983007510374576	0.0009505475881621171	0.0010261056449808342	0.05447931570749585	0.04897653672839916	0.06009476575783383	0.05448594799135418	0.049001866194486474	0.06010804865907139	0.08147753276996338	0.07476769298419805	0.09137659407713589	0.08032359927857666	0.07487043731470043	0.08676818230230661	0.08063365905425599	0.0751138415968814	0.08698795932075788	0.07339999999999999
MCAR	0.25	lin	ev	0.9990299258807805	0.9989788442179061	0.9990668166744443	0.9133223519309215	0.9073418137997586	0.9203080036886081	0.9133162446798601	0.907371128316353	0.9203325384002441	0.8705526991195672	0.8626369390467621	0.8801793615767823	0.8863780149151609	0.8811570592605324	0.8963605795011198	0.8860667073528015	0.8805414023832501	0.8959408707193137	0.12309999999999999
MCAR	0.25	lin	mse	0.0009782898199146197	0.0009450631877146601	0.001021727715713017	0.08705182482551647	0.07924124433295687	0.09362783655436915	0.08705830307949605	0.0792171933323268	0.09360264683004338	0.13001648510253613	0.11922571639568966	0.13936781213185773	0.11408787531490121	0.10452320618844352	0.11948862485486088	0.11439646722245649	0.10494555939411873	0.11951468117421621	0.12309999999999999
MCAR	0.35	lin	ev	0.9990123445864183	0.9989506953161059	0.9990661319593843	0.8794729112077626	0.8753583346233258	0.8861758957287722	0.8794359939666256	0.8753631703873279	0.8861196487427807	0.8184694849131129	0.8047454857337754	0.8306226183055243	0.857152350138889	0.8474964471567599	0.8672046401002211	0.856641707026798	0.8471259176714034	0.8668820635947129	0.17049999999999998
MCAR	0.35	lin	mse	0.0009904944814911939	0.0009423166523102604	0.0010493696771121533	0.12096574716144862	0.11599315679312266	0.1236050905230847	0.12100353785852061	0.11599171264022679	0.12356037145416823	0.18213912651210254	0.1741664693179924	0.1933661462079197	0.14339064793207973	0.13370848705224825	0.15115132578377072	0.14390414198168872	0.13390276200978615	0.151518693435031	0.17049999999999998
MCAR	0.44999999999999996	lin	ev	0.9990119348834284	0.9989668958506184	0.9990486337059556	0.8511040727837186	0.8450459803826955	0.8595868116482006	0.8511154428729686	0.8450931535047967	0.8596121220078297	0.7758683842431522	0.7639358192185132	0.7895693597494544	0.831438032597705	0.8236382539601068	0.8447833468329985	0.8308754452181519	0.8229848412848895	0.8444486601772322	0.2198
MCAR	0.44999999999999996	lin	mse	0.000987370805403454	0.0009518186929702185	0.0010345639046231757	0.14948381445500106	0.1423258893556514	0.1550493558842192	0.14947267524731825	0.14229404046299987	0.1549668251998252	0.22508698583540596	0.21365938209184365	0.2373550348447125	0.1692806510355899	0.15424193712145653	0.17934399749171048	0.1698459616789203	0.15481886472473716	0.17971791150291092	0.2198
MCAR	0.5499999999999999	lin	ev	0.9989983552855758	0.9989292273335812	0.9990565805373821	0.8252923437163258	0.8214001609162398	0.8301345046798818	0.8252728675496576	0.8213985760832412	0.8300583677418942	0.7327936132516978	0.7256299615792956	0.7434702636189109	0.7961120140185913	0.7907548364930823	0.8041359912104774	0.7958509112054905	0.7902471067073801	0.8037553845108811	0.2691
MCAR	0.5499999999999999	lin	mse	0.0009966984332402582	0.0009392561855675345	0.0010470226407386456	0.17543099363193868	0.1689485723569501	0.18153635098602255	0.17545037157504795	0.16896295271662834	0.18156954315774732	0.26839638578366876	0.25367434207116557	0.28057719147135174	0.20468415718079855	0.19855435934431853	0.20990680137162604	0.20494433671994533	0.19861174413764804	0.2103570616816457	0.2691
MCAR	0.65	lin	ev	0.9990077618272822	0.9989068582787415	0.9991200906410475	0.8011498523489499	0.7942965645555926	0.8072956139870033	0.8011192748005358	0.7943239618071691	0.8073344997942722	0.6915638985564767	0.6765653145625641	0.7028317711277454	0.7703932949727068	0.7561131269961732	0.7853503067460808	0.7698835786606831	0.7558978733433834	0.7843967771950253	0.31779999999999997
MCAR	0.65	lin	mse	0.0009991226742964879	0.0009196281180382509	0.0010764345281206746	0.1998117464840369	0.1920901612529137	0.2088938930282957	0.19984289071600286	0.19204905769772973	0.20893871881357182	0.3098649927296298	0.29635867970369456	0.3264187296508044	0.23058597503498848	0.21537264329937722	0.24319886860518347	0.23110399073124901	0.2163429967374213	0.24350721973158793	0.31779999999999997
MCAR	0.75	lin	ev	0.9990266639283945	0.9989612328413973	0.9990959841419867	0.7788330261250417	0.7705063665661804	0.7878681660645239	0.778810286027663	0.7704544682979881	0.7878439164931361	0.6466171134460026	0.6303192463516024	0.6603304735302833	0.727280506140221	0.7144742698950246	0.7446354377039468	0.727022980989221	0.71403290380299	0.7446949461307282	0.36689999999999995
MCAR	0.75	lin	mse	0.0009723874431892167	0.0009187288913777058	0.0010518860045065916	0.2219897065215075	0.21638964536804522	0.22917355933472627	0.22201248388361078	0.21645601769015688	0.22922639769367215	0.3547976495409574	0.3432729688174715	0.36709360411525216	0.2737227131547009	0.2597003747142117	0.28755786980627696	0.2739790523325535	0.25963588809823424	0.28794978232708157	0.36689999999999995
MCAR	0.85	lin	ev	0.9989480930398921	0.9988126965615671	0.9990277214500501	0.767613883236134	0.7574545617916455	0.7770308291410801	0.7675854423068627	0.7574610836709204	0.7770446843608683	0.6072129656963695	0.5951295337424933	0.6175532313138749	0.7144823715097909	0.6907083316846985	0.7364027613142379	0.71392568872965	0.6907279142224058	0.7354685188401748	0.41669999999999996
MCAR	0.85	lin	mse	0.0010441438848022226	0.0009917844165133803	0.0010850398912743845	0.23342630914577964	0.22199661632272868	0.24344174765892523	0.23345425657474778	0.2219826345647939	0.24350342726744084	0.39452800167840935	0.3812179599916852	0.40505864331499086	0.28692123356620963	0.26199793988336467	0.3145131198692368	0.2874754351853225	0.2629295413943152	0.31449368876301864	0.41669999999999996
MCAR	0.95	lin	ev	0.9988284423726557	0.9986754642906692	0.9989285225248303	0.7662383218858	0.7529482755207609	0.7791772515496728	0.7662112350149817	0.7529354174564291	0.7790894538040946	0.5754485333611655	0.551519159342374	0.5924325273839736	0.6635530425958911	0.6413233718930722	0.6792498464692349	0.6634270000289382	0.6410589341444883	0.6791106453411944	0.4647
MCAR	0.95	lin	mse	0.0011412262849215301	0.0010421262040387093	0.0012570047378192089	0.2346572406488474	0.22496036074073356	0.2450233719260896	0.23468509279673802	0.22498202859523456	0.24507112176930249	0.42626048339755407	0.4137647801354039	0.444578653831052	0.33778926296698525	0.329311913417745	0.35922648497866283	0.33791570377514757	0.3292732417975359	0.35948939747947717	0.4647
MNAR	0.05	lin	ev	0.9990196025343581	0.998980091542975	0.9990564041456891	0.9831443428804875	0.9807147441467609	0.9848723327345654	0.9831339331306357	0.9806914097626909	0.9848561483852026	0.9716371946639809	0.9669753419837557	0.9752904522079557	0.9563736694294169	0.9488174846997526	0.9623717533376384	0.9563203357108827	0.948660032233535	0.9622838763215337	0.024799999999999996
MNAR	0.05	lin	mse	0.000984369438962929	0.0009514560283473146	0.0010250495643486686	0.01691417500349875	0.015557301367063948	0.019119111507004495	0.01692454321629171	0.015573869246494926	0.01914222307648388	0.028463828006278287	0.024612843774477606	0.03274125065953147	0.043808618991631826	0.03775315597448496	0.05075368025281024	0.0438623142470609	0.03794259070845092	0.0509095051031392	0.024799999999999996
MNAR	0.15	lin	ev	0.9990199089140692	0.9989719732084882	0.9990610517098666	0.9491443804030444	0.9436520035074504	0.9525453209172015	0.9491398304078633	0.9436667028790613	0.9525388603101441	0.919383786283418	0.914682155667046	0.9246251907397516	0.9212896722173209	0.9156212587055337	0.9266594886022921	0.9212062444052622	0.9155174939984323	0.9264223483554754	0.07339999999999999
MNAR	0.15	lin	mse	0.0009808223805526449	0.0009361440606778169	0.001030115908817906	0.05107908102781109	0.04754390428856191	0.057333125271651894	0.05108360389667893	0.04759255460310327	0.05731787731737681	0.08096733400717016	0.07482616444898829	0.08646031864266482	0.07904802734665614	0.07271339941370128	0.08549987897770717	0.07913142816359472	0.07294818986026497	0.08560233098882034	0.07339999999999999
MNAR	0.25	lin	ev	0.9990194444206153	0.9989609973160083	0.9990591643573855	0.9199968606462032	0.9122832377139678	0.9283224657655202	0.9199851379355344	0.9121976066125514	0.9283512836226625	0.8745459681330436	0.8648283841693818	0.8859556829986563	0.8934668573248846	0.887134827742774	0.9029250879481464	0.8931112418704735	0.8866425601213961	0.9029839009974827	0.12280000000000002
MNAR	0.25	lin	mse	0.0009877786778746435	0.0009469821134148071	0.001046621675502221	0.08036878138940548	0.07271509083221833	0.08852098608729075	0.0803802120903046	0.07268574564025473	0.08860675399769322	0.12601301351799438	0.11572978196650915	0.1366469185706931	0.10702302721135952	0.09739779178000788	0.11424726451204795	0.10737588637004773	0.09734032245292548	0.11464579623893617	0.12280000000000002
MNAR	0.35	lin	ev	0.9990330727016155	0.9989796368329931	0.9990656259940933	0.8908486925161926	0.8855835644359342	0.8959621171783814	0.8908638343226241	0.8855682808118593	0.8960233043878172	0.8288587123404139	0.8197916515362742	0.8411964590742662	0.865349636649744	0.852953770069983	0.8734890691279147	0.8646812971462967	0.8527209325652705	0.8723694350982776	0.1707
MNAR	0.35	lin	mse	0.0009851264843237777	0.0009514429212904668	0.0010464539437814479	0.10960864802997128	0.10478756550013671	0.11606472617561583	0.10959345430652148	0.10476800966794514	0.11606431040692834	0.17187688709108775	0.15927632796805485	0.18158933001196073	0.13523114246956355	0.1266989562256486	0.15047987555623127	0.135901978042356	0.12746957447026971	0.1506293537066778	0.1707
MNAR	0.44999999999999996	lin	ev	0.999020983826467	0.9989538466440959	0.9990892467377296	0.8613869487635668	0.8565380569737453	0.8653938182043319	0.86143859791846	0.8566671198885512	0.865409060653551	0.7841878512087936	0.7800091346990095	0.7885630855960437	0.8379554891519261	0.8290531972096278	0.8514489401749266	0.8372331516354905	0.8285890532068207	0.8506749078393145	0.22040000000000007
MNAR	0.44999999999999996	lin	mse	0.000982355527008641	0.0009126181009487506	0.001037106846576662	0.13918969313749413	0.13310239449478953	0.14465478601538262	0.13913787760175	0.13308781400314393	0.14455549758538722	0.21673630225285892	0.21140174971222556	0.2214852166181695	0.1628039511737517	0.1486827321634782	0.17597948464668273	0.16352308101776986	0.14946011905506523	0.17639329105665713	0.22040000000000007
MNAR	0.5499999999999999	lin	ev	0.9990172155907956	0.9989466710712678	0.9990612742040195	0.8362303444823842	0.8319251098046093	0.8417271185183721	0.8363471279546373	0.8320011547806045	0.8419669536153338	0.7407334450549147	0.7309914755349036	0.7525229896391064	0.8102543840236391	0.7968090983354565	0.8175849212316557	0.80975275662055	0.796764423220784	0.8173833429796816	0.2686
MNAR	0.5499999999999999	lin	mse	0.000987996230540413	0.0009535250858514493	0.0010461641419519526	0.1644286068130712	0.15937311962586292	0.16922177184492102	0.1643116067239291	0.1593216765668483	0.1691467591051975	0.2603106923573078	0.24941553805946004	0.2683657124066432	0.19052518603445806	0.18255032109187555	0.20550489611375772	0.19102718027524218	0.18291167332463443	0.2054831828617748	0.2686
MNAR	0.65	lin	ev	0.9989969211847102	0.9989359458206573	0.9990508887548087	0.8106083446589112	0.8033042285479304	0.8206365009920682	0.8106615583993847	0.803230538143386	0.8206741145038441	0.6956836238392237	0.686540431416627	0.7069377823635461	0.7810061353675996	0.7656047838045693	0.795024996781243	0.7805736454476473	0.7655695607841595	0.7945002748286705	0.31720000000000004
MNAR	0.65	lin	mse	0.0009962941888918906	0.0009458014516800692	0.0010648580431869674	0.1902917366481038	0.17709361337960938	0.19846830750150818	0.1902375544961756	0.1770540099293273	0.19867047942384358	0.3057305249383916	0.2906286498922087	0.3190957214140298	0.21998956815679724	0.20484633605328698	0.23957698008256129	0.22041683455169397	0.20531848735402541	0.23961251941234174	0.31720000000000004
MNAR	0.75	lin	ev	0.9989588699908462	0.9988876668020297	0.9990406754857937	0.7919896673701946	0.7858611939770469	0.7964089778696384	0.7920278162935339	0.7860418177071535	0.7963041563885022	0.6580808837206545	0.6468222360293165	0.6671720968928302	0.7509145670159683	0.7339383873840137	0.7781863781387027	0.750450531804235	0.733655423117556	0.7772660566377254	0.36679999999999996
MNAR	0.75	lin	mse	0.0010381684877875251	0.0009978600087316848	0.0010840801913353216	0.20890954249224536	0.20372311681756405	0.21508652740112708	0.2088702851258047	0.20400620065550704	0.21499120631480595	0.3434340095018711	0.33253982782944413	0.3525794236420349	0.2502163190516942	0.22390708529397763	0.27335171493774757	0.25067685236503534	0.2248142696097543	0.27363763513130596	0.36679999999999996
MNAR	0.85	lin	ev	0.9989480565883714	0.9988624073420562	0.999081042942185	0.7763872817449358	0.7723827939521709	0.7823790527001094	0.7765149418506413	0.772384175776003	0.7828971838959817	0.6207333848594743	0.6103847693459303	0.6303260973774847	0.7098781167261837	0.6906206354821772	0.7290957224145895	0.7097558352598747	0.6905869943660359	0.7287564802475002	0.41609999999999997
MNAR	0.85	lin	mse	0.0010372506209463592	0.0009398058856245872	0.001120517527725991	0.22450433725962501	0.22037716232263668	0.23117452598814156	0.22437514291096092	0.22009531413160066	0.231231507325532	0.38091375265102306	0.36732273549384387	0.39510667686916745	0.2912338015712921	0.270579203714043	0.308101426234439	0.29135513121606904	0.27091776107964816	0.30813789875580266	0.41609999999999997
MNAR	0.95	lin	ev	0.9988457457356164	0.9985642246348525	0.9990730377221353	0.7723350513192951	0.7646266705012696	0.778130603526185	0.7724113934276544	0.764644437479094	0.7779408998639127	0.5765520515288994	0.5646683539959801	0.5859393813555511	0.6705389327637088	0.6611206593083329	0.6860997865386185	0.6704719120372413	0.6609790872945879	0.6862553517552172	0.46420000000000006
MNAR	0.95	lin	mse	0.0011484537442803511	0.0010372354189634927	0.001399867014151274	0.2286715571822806	0.2230433327839243	0.23805033521483684	0.22859526693822835	0.22298834206762563	0.23766148382357608	0.4251744613899735	0.4137849556466377	0.4317847726550432	0.33090173575801124	0.31368591358893183	0.34478996334766565	0.33097050291768365	0.31353183350496067	0.3450380835927754	0.46420000000000006
